incident_id,incident_category,severity,incident_description,resolution_status,location
4251,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Mumbai facility during shift 2.,In Progress,Ahmedabad
4252,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Mumbai facility during shift 2.,In Progress,Ahmedabad
4253,Customs Issue,Low,Regulatory verification delayed release. Reported at Bengaluru facility during shift 2.,Resolved,Mumbai
4254,Documentation Error,Medium,Required compliance document missing. Reported at Pune facility during shift 1.,Resolved,Mumbai
4255,Shipment Delay,Medium,Shipment rerouted causing additional transit time. Reported at Ahmedabad facility during shift 2.,In Progress,Kolkata
4256,Damaged Goods,Medium,Package damaged during transportation. Reported at Pune facility during shift 1.,Resolved,Kolkata
4257,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Chennai facility during shift 3.,Open,Pune
4258,Transportation Failure,Medium,Transportation vendor system outage reported. Reported at Chennai facility during shift 2.,Resolved,Chennai
4259,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Bengaluru facility during shift 1.,In Progress,Ahmedabad
4260,Customs Issue,Medium,Shipment flagged for compliance audit. Reported at Ahmedabad facility during shift 1.,In Progress,Kolkata
4261,Inventory Shortage,Low,Safety stock threshold breached. Reported at Bengaluru facility during shift 1.,Resolved,Ahmedabad
4262,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Pune facility during shift 3.,Open,Kolkata
4263,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Hyderabad facility during shift 3.,In Progress,Bengaluru
4264,Transportation Failure,High,Transport route disruption due to road closure. Reported at Mumbai facility during shift 2.,Resolved,Hyderabad
4265,Inventory Shortage,Critical,Warehouse stock shortage detected. Reported at Chennai facility during shift 1.,Open,Ahmedabad
4266,Warehouse Issue,High,Receiving delay impacted warehouse operations. Reported at Bengaluru facility during shift 3.,Resolved,Delhi
4267,Warehouse Issue,Low,Warehouse processing backlog reported. Reported at Mumbai facility during shift 1.,In Progress,Pune
4268,Documentation Error,Medium,Missing certificate delayed shipment release. Reported at Kolkata facility during shift 2.,Open,Ahmedabad
4269,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Hyderabad facility during shift 1.,Resolved,Bengaluru
4270,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Ahmedabad facility during shift 2.,Open,Pune
4271,Inventory Shortage,Low,Warehouse unable to fulfill requested quantity. Reported at Delhi facility during shift 1.,In Progress,Chennai
4272,Warehouse Issue,High,Order picking queue exceeded capacity. Reported at Pune facility during shift 1.,In Progress,Hyderabad
4273,Inventory Shortage,High,Supplier delay created inventory gap. Reported at Ahmedabad facility during shift 1.,In Progress,Mumbai
4274,Warehouse Issue,Critical,Storage location information incorrect. Reported at Ahmedabad facility during shift 1.,In Progress,Pune
4275,Inventory Shortage,Critical,Unexpected order spike exhausted stock. Reported at Bengaluru facility during shift 2.,In Progress,Kolkata
4276,Damaged Goods,Medium,Receiving inspection identified damaged goods. Reported at Kolkata facility during shift 3.,In Progress,Hyderabad
4277,Documentation Error,Medium,Export declaration contained errors. Reported at Hyderabad facility during shift 3.,Open,Hyderabad
4278,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Hyderabad facility during shift 3.,Open,Chennai
4279,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Delhi facility during shift 2.,In Progress,Delhi
4280,Documentation Error,Medium,Purchase order details inconsistent. Reported at Pune facility during shift 2.,In Progress,Mumbai
4281,Inventory Shortage,High,Inventory reservation conflict identified. Reported at Chennai facility during shift 2.,In Progress,Kolkata
4282,Customs Issue,Critical,Import permit approval pending. Reported at Delhi facility during shift 3.,Resolved,Pune
4283,Customs Issue,High,Shipment held by customs authorities. Reported at Ahmedabad facility during shift 3.,In Progress,Hyderabad
4284,Warehouse Issue,Medium,Storage location information incorrect. Reported at Mumbai facility during shift 1.,In Progress,Kolkata
4285,Warehouse Issue,Low,Space constraint affected storage operations. Reported at Pune facility during shift 1.,Open,Hyderabad
4286,Transportation Failure,Critical,Fleet utilization exceeded available capacity. Reported at Chennai facility during shift 2.,In Progress,Ahmedabad
4287,Warehouse Issue,Low,Order consolidation process delayed shipment. Reported at Delhi facility during shift 2.,Resolved,Hyderabad
4288,Customs Issue,Low,Customs valuation dispute identified. Reported at Chennai facility during shift 2.,Open,Delhi
4289,Shipment Delay,Medium,Carrier scheduling issue caused shipment delay. Reported at Ahmedabad facility during shift 3.,Open,Bengaluru
4290,Inventory Shortage,Low,Inventory forecast underestimated demand. Reported at Delhi facility during shift 3.,Resolved,Hyderabad
4291,Damaged Goods,Medium,Product packaging torn during loading. Reported at Kolkata facility during shift 2.,Resolved,Ahmedabad
4292,Shipment Delay,Medium,Delivery delayed due to traffic disruption. Reported at Bengaluru facility during shift 2.,Resolved,Delhi
4293,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Kolkata facility during shift 1.,Open,Delhi
4294,Warehouse Issue,High,Warehouse staffing shortage reported. Reported at Delhi facility during shift 1.,Open,Hyderabad
4295,Documentation Error,Medium,Shipping label generated with incorrect address. Reported at Hyderabad facility during shift 1.,In Progress,Bengaluru
4296,Inventory Shortage,High,Unexpected order spike exhausted stock. Reported at Bengaluru facility during shift 2.,Resolved,Kolkata
4297,Shipment Delay,Medium,Driver shortage affected transportation schedule. Reported at Delhi facility during shift 3.,In Progress,Ahmedabad
4298,Customs Issue,Low,Regulatory approval pending clearance. Reported at Mumbai facility during shift 3.,Open,Pune
4299,Customs Issue,Critical,Customs valuation dispute identified. Reported at Hyderabad facility during shift 3.,In Progress,Delhi
4300,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Pune facility during shift 2.,Resolved,Chennai
4301,Shipment Delay,Low,Holiday demand surge caused shipping delays. Reported at Bengaluru facility during shift 1.,In Progress,Mumbai
4302,Documentation Error,Low,Shipping label generated with incorrect address. Reported at Bengaluru facility during shift 2.,Resolved,Chennai
4303,Shipment Delay,Medium,Truck breakdown caused delivery delay. Reported at Pune facility during shift 2.,In Progress,Pune
4304,Warehouse Issue,High,Order consolidation process delayed shipment. Reported at Chennai facility during shift 3.,Open,Chennai
4305,Damaged Goods,Low,Shipment contents damaged in transit. Reported at Mumbai facility during shift 1.,In Progress,Bengaluru
4306,Shipment Delay,High,Container missed connecting vessel. Reported at Kolkata facility during shift 2.,In Progress,Mumbai
4307,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Pune facility during shift 1.,Resolved,Mumbai
4308,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Bengaluru facility during shift 2.,In Progress,Pune
4309,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Bengaluru facility during shift 1.,Open,Mumbai
4310,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Pune facility during shift 2.,Open,Ahmedabad
4311,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Ahmedabad facility during shift 3.,Open,Chennai
4312,Inventory Shortage,Low,Warehouse unable to fulfill requested quantity. Reported at Ahmedabad facility during shift 3.,Resolved,Bengaluru
4313,Transportation Failure,Low,Equipment malfunction impacted transport operations. Reported at Mumbai facility during shift 2.,In Progress,Kolkata
4314,Transportation Failure,Low,Third-party carrier cancelled shipment booking. Reported at Kolkata facility during shift 1.,Resolved,Ahmedabad
4315,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Kolkata facility during shift 2.,Resolved,Bengaluru
4316,Customs Issue,Low,Border inspection extended shipment hold. Reported at Delhi facility during shift 2.,Open,Pune
4317,Warehouse Issue,Low,Warehouse stock mismatch identified. Reported at Pune facility during shift 3.,Open,Hyderabad
4318,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Mumbai facility during shift 3.,In Progress,Ahmedabad
4319,Customs Issue,Medium,Import documentation under review. Reported at Pune facility during shift 1.,Open,Bengaluru
4320,Documentation Error,Low,Missing certificate delayed shipment release. Reported at Delhi facility during shift 2.,In Progress,Delhi
4321,Shipment Delay,Medium,Last-mile delivery partner unavailable. Reported at Ahmedabad facility during shift 2.,Open,Pune
4322,Documentation Error,Medium,Manifest information incomplete. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru
4323,Shipment Delay,Low,Holiday demand surge caused shipping delays. Reported at Bengaluru facility during shift 1.,Resolved,Pune
4324,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Ahmedabad facility during shift 1.,In Progress,Kolkata
4325,Documentation Error,Medium,Labeling information did not match shipment. Reported at Bengaluru facility during shift 2.,Resolved,Pune
4326,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Chennai facility during shift 1.,Resolved,Pune
4327,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Mumbai facility during shift 1.,Resolved,Ahmedabad
4328,Warehouse Issue,Critical,Warehouse processing backlog reported. Reported at Chennai facility during shift 3.,In Progress,Delhi
4329,Customs Issue,Medium,Trade compliance review delayed processing. Reported at Chennai facility during shift 3.,Open,Delhi
4330,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Ahmedabad facility during shift 2.,Resolved,Mumbai
4331,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Hyderabad facility during shift 1.,Resolved,Ahmedabad
4332,Customs Issue,Low,Shipment flagged for compliance audit. Reported at Kolkata facility during shift 1.,Resolved,Chennai
4333,Shipment Delay,Low,Last-mile delivery partner unavailable. Reported at Mumbai facility during shift 1.,Open,Hyderabad
4334,Inventory Shortage,Low,Demand exceeded available stock levels. Reported at Hyderabad facility during shift 3.,Open,Chennai
4335,Damaged Goods,Medium,Packaging failure led to damaged products. Reported at Ahmedabad facility during shift 3.,In Progress,Mumbai
4336,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Kolkata facility during shift 1.,Resolved,Ahmedabad
4337,Shipment Delay,Medium,Delivery delayed due to traffic disruption. Reported at Pune facility during shift 3.,In Progress,Kolkata
4338,Transportation Failure,Low,Third-party carrier cancelled shipment booking. Reported at Ahmedabad facility during shift 2.,Resolved,Kolkata
4339,Documentation Error,Low,Manifest information incomplete. Reported at Bengaluru facility during shift 1.,In Progress,Chennai
4340,Shipment Delay,Low,Rail transport delay impacted delivery timeline. Reported at Pune facility during shift 1.,In Progress,Delhi
4341,Customs Issue,High,Tariff classification review in progress. Reported at Pune facility during shift 1.,Resolved,Bengaluru
4342,Customs Issue,Medium,Import documentation under review. Reported at Delhi facility during shift 1.,In Progress,Bengaluru
4343,Documentation Error,Low,Data entry error impacted shipment records. Reported at Chennai facility during shift 2.,Resolved,Hyderabad
4344,Transportation Failure,Low,Accident blocked scheduled delivery route. Reported at Bengaluru facility during shift 2.,Open,Pune
4345,Transportation Failure,Critical,Third-party carrier cancelled shipment booking. Reported at Mumbai facility during shift 1.,In Progress,Chennai
4346,Customs Issue,Low,Regulatory approval pending clearance. Reported at Mumbai facility during shift 1.,Resolved,Delhi
4347,Transportation Failure,Low,Delivery vehicle breakdown reported. Reported at Chennai facility during shift 3.,In Progress,Pune
4348,Documentation Error,Low,Documentation approval pending correction. Reported at Bengaluru facility during shift 3.,In Progress,Pune
4349,Documentation Error,Medium,Export declaration contained errors. Reported at Bengaluru facility during shift 1.,Resolved,Bengaluru
4350,Damaged Goods,Low,Improper handling caused item breakage. Reported at Mumbai facility during shift 3.,In Progress,Kolkata
4351,Transportation Failure,Medium,Route planning error delayed movement. Reported at Mumbai facility during shift 2.,Resolved,Kolkata
4352,Customs Issue,High,Tariff classification review in progress. Reported at Hyderabad facility during shift 3.,Open,Chennai
4353,Inventory Shortage,Low,Product unavailable due to inventory mismatch. Reported at Ahmedabad facility during shift 3.,Resolved,Kolkata
4354,Transportation Failure,Low,Driver unavailable for scheduled route. Reported at Delhi facility during shift 3.,In Progress,Pune
4355,Damaged Goods,Medium,Transit vibration caused product defects. Reported at Delhi facility during shift 3.,Open,Hyderabad
4356,Shipment Delay,High,Shipment delayed due to customs inspection. Reported at Chennai facility during shift 3.,Resolved,Delhi
4357,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Kolkata facility during shift 3.,In Progress,Kolkata
4358,Warehouse Issue,Medium,Warehouse stock mismatch identified. Reported at Pune facility during shift 1.,Resolved,Pune
4359,Damaged Goods,High,Forklift accident damaged inventory. Reported at Delhi facility during shift 2.,In Progress,Bengaluru
4360,Customs Issue,Medium,Shipment held by customs authorities. Reported at Bengaluru facility during shift 1.,In Progress,Bengaluru
4361,Transportation Failure,Low,Route planning error delayed movement. Reported at Bengaluru facility during shift 1.,Open,Chennai
4362,Customs Issue,High,Shipment held by customs authorities. Reported at Chennai facility during shift 3.,Resolved,Bengaluru
4363,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Ahmedabad facility during shift 3.,Open,Hyderabad
4364,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Chennai facility during shift 1.,Open,Pune
4365,Customs Issue,Medium,Regulatory verification delayed release. Reported at Mumbai facility during shift 2.,Resolved,Delhi
4366,Documentation Error,High,Missing certificate delayed shipment release. Reported at Chennai facility during shift 3.,Open,Hyderabad
4367,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Ahmedabad facility during shift 2.,Open,Kolkata
4368,Transportation Failure,High,Carrier failed to pick up shipment. Reported at Chennai facility during shift 3.,Open,Delhi
4369,Inventory Shortage,Low,Raw material shortage impacted production. Reported at Kolkata facility during shift 3.,Resolved,Hyderabad
4370,Warehouse Issue,High,Warehouse management system outage reported. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru
4371,Shipment Delay,Critical,Holiday demand surge caused shipping delays. Reported at Mumbai facility during shift 1.,Resolved,Bengaluru
4372,Customs Issue,High,Shipment selected for random inspection. Reported at Bengaluru facility during shift 1.,In Progress,Ahmedabad
4373,Inventory Shortage,Medium,Cycle count revealed stock deficiency. Reported at Ahmedabad facility during shift 3.,Open,Mumbai
4374,Documentation Error,Medium,Documentation approval pending correction. Reported at Mumbai facility during shift 3.,Resolved,Kolkata
4375,Documentation Error,High,Bill of lading information mismatch detected. Reported at Ahmedabad facility during shift 2.,In Progress,Chennai
4376,Warehouse Issue,High,Put-away process delayed inventory availability. Reported at Mumbai facility during shift 2.,In Progress,Ahmedabad
4377,Customs Issue,Medium,Trade compliance review delayed processing. Reported at Mumbai facility during shift 3.,In Progress,Delhi
4378,Customs Issue,Critical,Shipment flagged for compliance audit. Reported at Bengaluru facility during shift 2.,In Progress,Pune
4379,Shipment Delay,Low,Truck breakdown caused delivery delay. Reported at Kolkata facility during shift 3.,In Progress,Delhi
4380,Documentation Error,Medium,Customs paperwork contained errors. Reported at Delhi facility during shift 2.,In Progress,Chennai
4381,Documentation Error,Medium,Data entry error impacted shipment records. Reported at Bengaluru facility during shift 2.,Open,Kolkata
4382,Warehouse Issue,Medium,Receiving delay impacted warehouse operations. Reported at Delhi facility during shift 1.,Resolved,Chennai
4383,Transportation Failure,Medium,Vehicle maintenance issue halted delivery. Reported at Bengaluru facility during shift 2.,Open,Delhi
4384,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Ahmedabad facility during shift 2.,In Progress,Pune
4385,Documentation Error,Low,Manifest information incomplete. Reported at Ahmedabad facility during shift 2.,Resolved,Bengaluru
4386,Documentation Error,Low,Incorrect consignee information provided. Reported at Chennai facility during shift 2.,Open,Hyderabad
4387,Shipment Delay,High,Driver shortage affected transportation schedule. Reported at Ahmedabad facility during shift 1.,In Progress,Pune
4388,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Bengaluru facility during shift 3.,Open,Pune
4389,Warehouse Issue,Medium,Order picking queue exceeded capacity. Reported at Pune facility during shift 1.,In Progress,Mumbai
4390,Customs Issue,Medium,Customs clearance process delayed. Reported at Hyderabad facility during shift 3.,Open,Pune
4391,Warehouse Issue,Medium,Warehouse stock mismatch identified. Reported at Chennai facility during shift 3.,In Progress,Hyderabad
4392,Documentation Error,Critical,Data entry error impacted shipment records. Reported at Delhi facility during shift 3.,Resolved,Ahmedabad
4393,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Ahmedabad facility during shift 1.,Resolved,Chennai
4394,Warehouse Issue,Low,Storage location information incorrect. Reported at Bengaluru facility during shift 1.,Resolved,Delhi
4395,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Chennai facility during shift 1.,In Progress,Chennai
4396,Transportation Failure,High,Vehicle maintenance issue halted delivery. Reported at Delhi facility during shift 3.,Open,Kolkata
4397,Customs Issue,Critical,Customs valuation dispute identified. Reported at Pune facility during shift 1.,Open,Bengaluru
4398,Warehouse Issue,Low,Warehouse processing backlog reported. Reported at Kolkata facility during shift 3.,Open,Chennai
4399,Transportation Failure,High,Carrier failed to pick up shipment. Reported at Chennai facility during shift 1.,In Progress,Bengaluru
4400,Shipment Delay,Critical,Port congestion delayed shipment arrival. Reported at Hyderabad facility during shift 1.,Resolved,Kolkata
4401,Inventory Shortage,Low,Stockout occurred at fulfillment center. Reported at Ahmedabad facility during shift 2.,Resolved,Hyderabad
4402,Shipment Delay,High,Dispatch process delayed at origin facility. Reported at Pune facility during shift 2.,Resolved,Mumbai
4403,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Hyderabad facility during shift 2.,Resolved,Pune
4404,Transportation Failure,Low,Accident blocked scheduled delivery route. Reported at Ahmedabad facility during shift 2.,In Progress,Ahmedabad
4405,Warehouse Issue,Medium,Warehouse processing backlog reported. Reported at Pune facility during shift 3.,In Progress,Bengaluru
4406,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Mumbai facility during shift 2.,In Progress,Kolkata
4407,Damaged Goods,High,Receiving inspection identified damaged goods. Reported at Bengaluru facility during shift 3.,In Progress,Bengaluru
4408,Warehouse Issue,Critical,Inventory allocation issue detected. Reported at Bengaluru facility during shift 3.,In Progress,Kolkata
4409,Customs Issue,Low,Import documentation under review. Reported at Kolkata facility during shift 2.,In Progress,Hyderabad
4410,Documentation Error,Low,Incorrect consignee information provided. Reported at Bengaluru facility during shift 1.,Resolved,Ahmedabad
4411,Transportation Failure,Critical,Driver unavailable for scheduled route. Reported at Ahmedabad facility during shift 1.,Resolved,Hyderabad
4412,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Kolkata facility during shift 3.,Resolved,Hyderabad
4413,Damaged Goods,Medium,Forklift accident damaged inventory. Reported at Kolkata facility during shift 3.,Resolved,Chennai
4414,Damaged Goods,High,Package damaged during transportation. Reported at Hyderabad facility during shift 2.,In Progress,Chennai
4415,Documentation Error,Medium,Customs paperwork contained errors. Reported at Hyderabad facility during shift 2.,Resolved,Chennai
4416,Shipment Delay,Low,Last-mile delivery partner unavailable. Reported at Bengaluru facility during shift 2.,Resolved,Bengaluru
4417,Documentation Error,Low,Incorrect shipping documentation submitted. Reported at Ahmedabad facility during shift 2.,Resolved,Ahmedabad
4418,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Pune facility during shift 2.,In Progress,Chennai
4419,Inventory Shortage,Medium,Backordered items unavailable for dispatch. Reported at Chennai facility during shift 1.,In Progress,Pune
4420,Shipment Delay,Low,Container missed connecting vessel. Reported at Chennai facility during shift 3.,Resolved,Chennai
4421,Damaged Goods,Low,Water exposure damaged packaged goods. Reported at Chennai facility during shift 3.,Resolved,Mumbai
4422,Damaged Goods,High,Forklift accident damaged inventory. Reported at Pune facility during shift 1.,Open,Ahmedabad
4423,Documentation Error,High,Required compliance document missing. Reported at Bengaluru facility during shift 1.,Resolved,Pune
4424,Inventory Shortage,Low,Product unavailable due to inventory mismatch. Reported at Mumbai facility during shift 1.,Resolved,Pune
4425,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Hyderabad facility during shift 1.,Open,Ahmedabad
4426,Warehouse Issue,Medium,Inventory allocation issue detected. Reported at Delhi facility during shift 3.,Resolved,Kolkata
4427,Inventory Shortage,Medium,Unexpected order spike exhausted stock. Reported at Pune facility during shift 1.,Resolved,Pune
4428,Transportation Failure,High,Logistics partner experienced operational failure. Reported at Bengaluru facility during shift 3.,In Progress,Pune
4429,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Mumbai facility during shift 2.,In Progress,Chennai
4430,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Mumbai facility during shift 3.,Open,Mumbai
4431,Transportation Failure,High,Accident blocked scheduled delivery route. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru
4432,Customs Issue,Low,Import permit approval pending. Reported at Chennai facility during shift 2.,Open,Mumbai
4433,Transportation Failure,Medium,Fleet utilization exceeded available capacity. Reported at Bengaluru facility during shift 1.,In Progress,Mumbai
4434,Warehouse Issue,Medium,Storage location information incorrect. Reported at Mumbai facility during shift 3.,In Progress,Pune
4435,Transportation Failure,Low,Equipment malfunction impacted transport operations. Reported at Delhi facility during shift 2.,Open,Delhi
4436,Warehouse Issue,Low,Order picking queue exceeded capacity. Reported at Chennai facility during shift 3.,Open,Ahmedabad
4437,Transportation Failure,Medium,Carrier failed to pick up shipment. Reported at Chennai facility during shift 3.,Open,Kolkata
4438,Documentation Error,High,Bill of lading information mismatch detected. Reported at Mumbai facility during shift 3.,Open,Chennai
4439,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Bengaluru facility during shift 3.,Open,Kolkata
4440,Customs Issue,Medium,Import permit approval pending. Reported at Chennai facility during shift 2.,Resolved,Pune
4441,Customs Issue,Critical,Border security inspection caused delay. Reported at Delhi facility during shift 1.,Resolved,Kolkata
4442,Transportation Failure,Critical,Logistics partner experienced operational failure. Reported at Mumbai facility during shift 1.,Open,Hyderabad
4443,Warehouse Issue,Medium,Warehouse processing backlog reported. Reported at Chennai facility during shift 2.,Open,Hyderabad
4444,Customs Issue,Medium,Import documentation under review. Reported at Chennai facility during shift 1.,Open,Kolkata
4445,Damaged Goods,Low,Water exposure damaged packaged goods. Reported at Chennai facility during shift 3.,Open,Bengaluru
4446,Shipment Delay,Medium,Unexpected weather conditions slowed transportation. Reported at Hyderabad facility during shift 1.,In Progress,Ahmedabad
4447,Transportation Failure,Medium,Fleet utilization exceeded available capacity. Reported at Delhi facility during shift 3.,Open,Pune
4448,Damaged Goods,Low,Container impact damaged shipment contents. Reported at Chennai facility during shift 3.,In Progress,Bengaluru
4449,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Bengaluru facility during shift 3.,In Progress,Pune
4450,Inventory Shortage,Medium,Warehouse unable to fulfill requested quantity. Reported at Mumbai facility during shift 1.,Open,Ahmedabad
4451,Transportation Failure,Low,Transport route disruption due to road closure. Reported at Mumbai facility during shift 2.,Open,Mumbai
4452,Customs Issue,Low,Country-specific restriction affected import. Reported at Ahmedabad facility during shift 3.,In Progress,Mumbai
4453,Transportation Failure,Low,Logistics partner experienced operational failure. Reported at Delhi facility during shift 3.,In Progress,Delhi
4454,Customs Issue,Low,Border security inspection caused delay. Reported at Mumbai facility during shift 3.,Resolved,Ahmedabad
4455,Inventory Shortage,Low,Inventory reservation conflict identified. Reported at Delhi facility during shift 1.,Resolved,Bengaluru
4456,Transportation Failure,Medium,Route planning error delayed movement. Reported at Mumbai facility during shift 2.,Resolved,Ahmedabad
4457,Transportation Failure,High,Third-party carrier cancelled shipment booking. Reported at Ahmedabad facility during shift 1.,In Progress,Delhi
4458,Documentation Error,Low,Labeling information did not match shipment. Reported at Ahmedabad facility during shift 2.,Resolved,Hyderabad
4459,Damaged Goods,High,Transit vibration caused product defects. Reported at Mumbai facility during shift 2.,Open,Hyderabad
4460,Damaged Goods,High,Water exposure damaged packaged goods. Reported at Chennai facility during shift 1.,Open,Chennai
4461,Inventory Shortage,High,Unexpected order spike exhausted stock. Reported at Kolkata facility during shift 3.,Open,Ahmedabad
4462,Documentation Error,High,Documentation approval pending correction. Reported at Chennai facility during shift 1.,In Progress,Pune
4463,Shipment Delay,Medium,Port congestion delayed shipment arrival. Reported at Pune facility during shift 3.,In Progress,Chennai
4464,Inventory Shortage,Low,Raw material shortage impacted production. Reported at Chennai facility during shift 2.,Resolved,Bengaluru
4465,Damaged Goods,Medium,Pallet collapse resulted in product damage. Reported at Ahmedabad facility during shift 3.,Resolved,Mumbai
4466,Documentation Error,High,Data entry error impacted shipment records. Reported at Delhi facility during shift 1.,Resolved,Mumbai
4467,Shipment Delay,Medium,Truck breakdown caused delivery delay. Reported at Bengaluru facility during shift 3.,In Progress,Delhi
4468,Shipment Delay,Low,Shipment delayed due to customs inspection. Reported at Pune facility during shift 1.,In Progress,Kolkata
4469,Shipment Delay,Low,Truck breakdown caused delivery delay. Reported at Hyderabad facility during shift 1.,Open,Bengaluru
4470,Documentation Error,High,Missing certificate delayed shipment release. Reported at Delhi facility during shift 2.,Open,Chennai
4471,Warehouse Issue,High,Inventory misplaced within storage area. Reported at Bengaluru facility during shift 3.,Resolved,Kolkata
4472,Documentation Error,Medium,Missing invoice delayed processing. Reported at Kolkata facility during shift 1.,Open,Bengaluru
4473,Documentation Error,Critical,Documentation approval pending correction. Reported at Mumbai facility during shift 3.,In Progress,Bengaluru
4474,Customs Issue,High,Tariff classification review in progress. Reported at Chennai facility during shift 2.,Resolved,Hyderabad
4475,Customs Issue,Low,Import permit approval pending. Reported at Kolkata facility during shift 2.,Open,Chennai
4476,Damaged Goods,Medium,Goods arrived with visible damage. Reported at Mumbai facility during shift 2.,Open,Chennai
4477,Transportation Failure,Low,Trailer availability issue delayed dispatch. Reported at Chennai facility during shift 2.,Open,Hyderabad
4478,Documentation Error,Medium,Incorrect consignee information provided. Reported at Chennai facility during shift 3.,Resolved,Pune
4479,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Bengaluru facility during shift 2.,In Progress,Mumbai
4480,Warehouse Issue,Low,Picking error occurred in warehouse. Reported at Mumbai facility during shift 3.,Resolved,Hyderabad
4481,Damaged Goods,Medium,Shipment contents damaged in transit. Reported at Pune facility during shift 2.,Open,Kolkata
4482,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Kolkata facility during shift 1.,In Progress,Kolkata
4483,Transportation Failure,Medium,Transport route disruption due to road closure. Reported at Bengaluru facility during shift 2.,Resolved,Mumbai
4484,Customs Issue,High,Shipment selected for random inspection. Reported at Kolkata facility during shift 1.,Open,Pune
4485,Transportation Failure,Medium,Transport route disruption due to road closure. Reported at Delhi facility during shift 3.,In Progress,Ahmedabad
4486,Documentation Error,Medium,Bill of lading information mismatch detected. Reported at Chennai facility during shift 2.,Open,Ahmedabad
4487,Shipment Delay,Low,Unexpected weather conditions slowed transportation. Reported at Ahmedabad facility during shift 3.,Open,Delhi
4488,Customs Issue,Medium,Import documentation under review. Reported at Bengaluru facility during shift 3.,Resolved,Hyderabad
4489,Customs Issue,Low,Tariff classification review in progress. Reported at Mumbai facility during shift 2.,In Progress,Kolkata
4490,Inventory Shortage,High,Inventory forecast underestimated demand. Reported at Kolkata facility during shift 1.,Open,Hyderabad
4491,Customs Issue,Medium,Customs clearance process delayed. Reported at Mumbai facility during shift 2.,Open,Hyderabad
4492,Inventory Shortage,Low,Raw material shortage impacted production. Reported at Mumbai facility during shift 2.,Resolved,Bengaluru
4493,Shipment Delay,High,Rail transport delay impacted delivery timeline. Reported at Kolkata facility during shift 3.,Open,Kolkata
4494,Damaged Goods,Medium,Improper handling caused item breakage. Reported at Chennai facility during shift 2.,In Progress,Kolkata
4495,Documentation Error,Low,Labeling information did not match shipment. Reported at Ahmedabad facility during shift 1.,Resolved,Bengaluru
4496,Shipment Delay,Low,Shipment delayed due to customs inspection. Reported at Hyderabad facility during shift 3.,Resolved,Bengaluru
4497,Transportation Failure,High,Equipment malfunction impacted transport operations. Reported at Bengaluru facility during shift 3.,In Progress,Delhi
4498,Customs Issue,Medium,Import documentation under review. Reported at Mumbai facility during shift 3.,In Progress,Chennai
4499,Transportation Failure,Low,Driver unavailable for scheduled route. Reported at Bengaluru facility during shift 2.,In Progress,Chennai
