incident_id,incident_category,severity,incident_description,resolution_status,location,clean_text
4216,Damaged Goods,Medium,Receiving inspection identified damaged goods. Reported at Ahmedabad facility during shift 2.,In Progress,Chennai,receive inspection identify damage goods report ahmedabad facility shift
4217,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Hyderabad facility during shift 1.,Resolved,Chennai,invoice value discrepancy identify report hyderabad facility shift
4218,Warehouse Issue,Medium,Order picking queue exceeded capacity. Reported at Kolkata facility during shift 3.,Resolved,Hyderabad,order pick queue exceed capacity report kolkata facility shift
4219,Damaged Goods,Medium,Receiving inspection identified damaged goods. Reported at Delhi facility during shift 3.,Resolved,Kolkata,receive inspection identify damage goods report delhi facility shift
4220,Shipment Delay,Low,Delivery delayed due to traffic disruption. Reported at Mumbai facility during shift 3.,In Progress,Kolkata,delivery delay due traffic disruption report mumbai facility shift
4221,Transportation Failure,High,Logistics partner experienced operational failure. Reported at Bengaluru facility during shift 2.,In Progress,Ahmedabad,logistics partner experience operational failure report bengaluru facility shift
4222,Shipment Delay,Low,Truck breakdown caused delivery delay. Reported at Kolkata facility during shift 2.,In Progress,Mumbai,truck breakdown cause delivery delay report kolkata facility shift
4223,Inventory Shortage,Medium,Supplier delay created inventory gap. Reported at Mumbai facility during shift 2.,Resolved,Chennai,supplier delay create inventory gap report mumbai facility shift
4224,Inventory Shortage,Low,Safety stock threshold breached. Reported at Bengaluru facility during shift 3.,In Progress,Bengaluru,safety stock threshold breach report bengaluru facility shift
4225,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Kolkata facility during shift 3.,Resolved,Kolkata,equipment malfunction impact transport operations report kolkata facility shift
4226,Damaged Goods,High,Shipment contents damaged in transit. Reported at Hyderabad facility during shift 2.,In Progress,Delhi,shipment content damage transit report hyderabad facility shift
4227,Damaged Goods,Low,Warehouse accident damaged stored inventory. Reported at Chennai facility during shift 3.,Open,Bengaluru,warehouse accident damage store inventory report chennai facility shift
4228,Customs Issue,Low,Import documentation under review. Reported at Hyderabad facility during shift 1.,Resolved,Chennai,import documentation review report hyderabad facility shift
4229,Warehouse Issue,Medium,Warehouse stock mismatch identified. Reported at Hyderabad facility during shift 1.,Open,Hyderabad,warehouse stock mismatch identify report hyderabad facility shift
4230,Shipment Delay,Low,Dispatch process delayed at origin facility. Reported at Pune facility during shift 2.,In Progress,Mumbai,dispatch process delay origin facility report pune facility shift
4231,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Pune facility during shift 2.,Resolved,Chennai,temperature excursion affect product quality report pune facility shift
4232,Transportation Failure,High,Carrier failed to pick up shipment. Reported at Ahmedabad facility during shift 3.,Open,Delhi,carrier fail pick shipment report ahmedabad facility shift
4233,Damaged Goods,Low,Goods arrived with visible damage. Reported at Pune facility during shift 2.,Open,Bengaluru,goods arrive visible damage report pune facility shift
4234,Customs Issue,Medium,Import documentation under review. Reported at Pune facility during shift 3.,In Progress,Delhi,import documentation review report pune facility shift
4235,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Mumbai facility during shift 2.,Open,Kolkata,inventory reservation conflict identify report mumbai facility shift
4236,Inventory Shortage,Critical,Warehouse stock shortage detected. Reported at Hyderabad facility during shift 1.,Open,Kolkata,warehouse stock shortage detect report hyderabad facility shift
4237,Transportation Failure,Low,Carrier failed to pick up shipment. Reported at Mumbai facility during shift 2.,In Progress,Hyderabad,carrier fail pick shipment report mumbai facility shift
4238,Inventory Shortage,Low,Cycle count revealed stock deficiency. Reported at Delhi facility during shift 1.,Open,Kolkata,cycle count reveal stock deficiency report delhi facility shift
4239,Transportation Failure,Medium,Transportation vendor system outage reported. Reported at Delhi facility during shift 1.,Open,Delhi,transportation vendor system outage report report delhi facility shift
4240,Transportation Failure,High,Fuel supply issue interrupted transportation. Reported at Bengaluru facility during shift 2.,Open,Kolkata,fuel supply issue interrupt transportation report bengaluru facility shift
4241,Inventory Shortage,Critical,Inventory replenishment delayed. Reported at Pune facility during shift 1.,Open,Bengaluru,inventory replenishment delay report pune facility shift
4242,Documentation Error,Medium,Customs paperwork contained errors. Reported at Chennai facility during shift 2.,In Progress,Chennai,customs paperwork contain errors report chennai facility shift
4243,Inventory Shortage,Low,Inventory replenishment delayed. Reported at Chennai facility during shift 2.,Resolved,Chennai,inventory replenishment delay report chennai facility shift
4244,Shipment Delay,Low,Rail transport delay impacted delivery timeline. Reported at Bengaluru facility during shift 3.,In Progress,Bengaluru,rail transport delay impact delivery timeline report bengaluru facility shift
4245,Transportation Failure,Medium,Route planning error delayed movement. Reported at Ahmedabad facility during shift 1.,Open,Chennai,route plan error delay movement report ahmedabad facility shift
4246,Customs Issue,Medium,Shipment held by customs authorities. Reported at Delhi facility during shift 3.,In Progress,Kolkata,shipment hold customs authorities report delhi facility shift
4247,Shipment Delay,High,Delivery delayed due to traffic disruption. Reported at Delhi facility during shift 1.,In Progress,Hyderabad,delivery delay due traffic disruption report delhi facility shift
4248,Customs Issue,High,Import permit approval pending. Reported at Mumbai facility during shift 3.,In Progress,Hyderabad,import permit approval pending report mumbai facility shift
4249,Shipment Delay,Critical,Dispatch process delayed at origin facility. Reported at Ahmedabad facility during shift 3.,Open,Bengaluru,dispatch process delay origin facility report ahmedabad facility shift
4250,Shipment Delay,High,Carrier scheduling issue caused shipment delay. Reported at Pune facility during shift 3.,Open,Delhi,carrier schedule issue cause shipment delay report pune facility shift
4251,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Mumbai facility during shift 2.,In Progress,Ahmedabad,border inspection extend shipment hold report mumbai facility shift
4252,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Mumbai facility during shift 2.,In Progress,Ahmedabad,inventory misplace within storage area report mumbai facility shift
4253,Customs Issue,Low,Regulatory verification delayed release. Reported at Bengaluru facility during shift 2.,Resolved,Mumbai,regulatory verification delay release report bengaluru facility shift
4254,Documentation Error,Medium,Required compliance document missing. Reported at Pune facility during shift 1.,Resolved,Mumbai,require compliance document miss report pune facility shift
4255,Shipment Delay,Medium,Shipment rerouted causing additional transit time. Reported at Ahmedabad facility during shift 2.,In Progress,Kolkata,shipment rerouted cause additional transit time report ahmedabad facility shift
4256,Damaged Goods,Medium,Package damaged during transportation. Reported at Pune facility during shift 1.,Resolved,Kolkata,package damage transportation report pune facility shift
4257,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Chennai facility during shift 3.,Open,Pune,port congestion delay shipment arrival report chennai facility shift
4258,Transportation Failure,Medium,Transportation vendor system outage reported. Reported at Chennai facility during shift 2.,Resolved,Chennai,transportation vendor system outage report report chennai facility shift
4259,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Bengaluru facility during shift 1.,In Progress,Ahmedabad,inventory replenishment delay report bengaluru facility shift
4260,Customs Issue,Medium,Shipment flagged for compliance audit. Reported at Ahmedabad facility during shift 1.,In Progress,Kolkata,shipment flag compliance audit report ahmedabad facility shift
4261,Inventory Shortage,Low,Safety stock threshold breached. Reported at Bengaluru facility during shift 1.,Resolved,Ahmedabad,safety stock threshold breach report bengaluru facility shift
4262,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Pune facility during shift 3.,Open,Kolkata,cargo load complete behind schedule report pune facility shift
4263,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Hyderabad facility during shift 3.,In Progress,Bengaluru,dock congestion slow warehouse throughput report hyderabad facility shift
4264,Transportation Failure,High,Transport route disruption due to road closure. Reported at Mumbai facility during shift 2.,Resolved,Hyderabad,transport route disruption due road closure report mumbai facility shift
4265,Inventory Shortage,Critical,Warehouse stock shortage detected. Reported at Chennai facility during shift 1.,Open,Ahmedabad,warehouse stock shortage detect report chennai facility shift
4266,Warehouse Issue,High,Receiving delay impacted warehouse operations. Reported at Bengaluru facility during shift 3.,Resolved,Delhi,receive delay impact warehouse operations report bengaluru facility shift
4267,Warehouse Issue,Low,Warehouse processing backlog reported. Reported at Mumbai facility during shift 1.,In Progress,Pune,warehouse process backlog report report mumbai facility shift
4268,Documentation Error,Medium,Missing certificate delayed shipment release. Reported at Kolkata facility during shift 2.,Open,Ahmedabad,miss certificate delay shipment release report kolkata facility shift
4269,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Hyderabad facility during shift 1.,Resolved,Bengaluru,inventory misplace within storage area report hyderabad facility shift
4270,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Ahmedabad facility during shift 2.,Open,Pune,dock congestion slow warehouse throughput report ahmedabad facility shift
4271,Inventory Shortage,Low,Warehouse unable to fulfill requested quantity. Reported at Delhi facility during shift 1.,In Progress,Chennai,warehouse unable fulfill request quantity report delhi facility shift
4272,Warehouse Issue,High,Order picking queue exceeded capacity. Reported at Pune facility during shift 1.,In Progress,Hyderabad,order pick queue exceed capacity report pune facility shift
4273,Inventory Shortage,High,Supplier delay created inventory gap. Reported at Ahmedabad facility during shift 1.,In Progress,Mumbai,supplier delay create inventory gap report ahmedabad facility shift
4274,Warehouse Issue,Critical,Storage location information incorrect. Reported at Ahmedabad facility during shift 1.,In Progress,Pune,storage location information incorrect report ahmedabad facility shift
4275,Inventory Shortage,Critical,Unexpected order spike exhausted stock. Reported at Bengaluru facility during shift 2.,In Progress,Kolkata,unexpected order spike exhaust stock report bengaluru facility shift
4276,Damaged Goods,Medium,Receiving inspection identified damaged goods. Reported at Kolkata facility during shift 3.,In Progress,Hyderabad,receive inspection identify damage goods report kolkata facility shift
4277,Documentation Error,Medium,Export declaration contained errors. Reported at Hyderabad facility during shift 3.,Open,Hyderabad,export declaration contain errors report hyderabad facility shift
4278,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Hyderabad facility during shift 3.,Open,Chennai,space constraint affect storage operations report hyderabad facility shift
4279,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Delhi facility during shift 2.,In Progress,Delhi,pallet collapse result product damage report delhi facility shift
4280,Documentation Error,Medium,Purchase order details inconsistent. Reported at Pune facility during shift 2.,In Progress,Mumbai,purchase order detail inconsistent report pune facility shift
4281,Inventory Shortage,High,Inventory reservation conflict identified. Reported at Chennai facility during shift 2.,In Progress,Kolkata,inventory reservation conflict identify report chennai facility shift
4282,Customs Issue,Critical,Import permit approval pending. Reported at Delhi facility during shift 3.,Resolved,Pune,import permit approval pending report delhi facility shift
4283,Customs Issue,High,Shipment held by customs authorities. Reported at Ahmedabad facility during shift 3.,In Progress,Hyderabad,shipment hold customs authorities report ahmedabad facility shift
4284,Warehouse Issue,Medium,Storage location information incorrect. Reported at Mumbai facility during shift 1.,In Progress,Kolkata,storage location information incorrect report mumbai facility shift
4285,Warehouse Issue,Low,Space constraint affected storage operations. Reported at Pune facility during shift 1.,Open,Hyderabad,space constraint affect storage operations report pune facility shift
4286,Transportation Failure,Critical,Fleet utilization exceeded available capacity. Reported at Chennai facility during shift 2.,In Progress,Ahmedabad,fleet utilization exceed available capacity report chennai facility shift
4287,Warehouse Issue,Low,Order consolidation process delayed shipment. Reported at Delhi facility during shift 2.,Resolved,Hyderabad,order consolidation process delay shipment report delhi facility shift
4288,Customs Issue,Low,Customs valuation dispute identified. Reported at Chennai facility during shift 2.,Open,Delhi,customs valuation dispute identify report chennai facility shift
4289,Shipment Delay,Medium,Carrier scheduling issue caused shipment delay. Reported at Ahmedabad facility during shift 3.,Open,Bengaluru,carrier schedule issue cause shipment delay report ahmedabad facility shift
4290,Inventory Shortage,Low,Inventory forecast underestimated demand. Reported at Delhi facility during shift 3.,Resolved,Hyderabad,inventory forecast underestimate demand report delhi facility shift
4291,Damaged Goods,Medium,Product packaging torn during loading. Reported at Kolkata facility during shift 2.,Resolved,Ahmedabad,product package tear load report kolkata facility shift
4292,Shipment Delay,Medium,Delivery delayed due to traffic disruption. Reported at Bengaluru facility during shift 2.,Resolved,Delhi,delivery delay due traffic disruption report bengaluru facility shift
4293,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Kolkata facility during shift 1.,Open,Delhi,warehouse staff shortage report report kolkata facility shift
4294,Warehouse Issue,High,Warehouse staffing shortage reported. Reported at Delhi facility during shift 1.,Open,Hyderabad,warehouse staff shortage report report delhi facility shift
4295,Documentation Error,Medium,Shipping label generated with incorrect address. Reported at Hyderabad facility during shift 1.,In Progress,Bengaluru,ship label generate incorrect address report hyderabad facility shift
4296,Inventory Shortage,High,Unexpected order spike exhausted stock. Reported at Bengaluru facility during shift 2.,Resolved,Kolkata,unexpected order spike exhaust stock report bengaluru facility shift
4297,Shipment Delay,Medium,Driver shortage affected transportation schedule. Reported at Delhi facility during shift 3.,In Progress,Ahmedabad,driver shortage affect transportation schedule report delhi facility shift
4298,Customs Issue,Low,Regulatory approval pending clearance. Reported at Mumbai facility during shift 3.,Open,Pune,regulatory approval pending clearance report mumbai facility shift
4299,Customs Issue,Critical,Customs valuation dispute identified. Reported at Hyderabad facility during shift 3.,In Progress,Delhi,customs valuation dispute identify report hyderabad facility shift
4300,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Pune facility during shift 2.,Resolved,Chennai,cargo load complete behind schedule report pune facility shift
4301,Shipment Delay,Low,Holiday demand surge caused shipping delays. Reported at Bengaluru facility during shift 1.,In Progress,Mumbai,holiday demand surge cause ship delay report bengaluru facility shift
4302,Documentation Error,Low,Shipping label generated with incorrect address. Reported at Bengaluru facility during shift 2.,Resolved,Chennai,ship label generate incorrect address report bengaluru facility shift
4303,Shipment Delay,Medium,Truck breakdown caused delivery delay. Reported at Pune facility during shift 2.,In Progress,Pune,truck breakdown cause delivery delay report pune facility shift
4304,Warehouse Issue,High,Order consolidation process delayed shipment. Reported at Chennai facility during shift 3.,Open,Chennai,order consolidation process delay shipment report chennai facility shift
4305,Damaged Goods,Low,Shipment contents damaged in transit. Reported at Mumbai facility during shift 1.,In Progress,Bengaluru,shipment content damage transit report mumbai facility shift
4306,Shipment Delay,High,Container missed connecting vessel. Reported at Kolkata facility during shift 2.,In Progress,Mumbai,container miss connect vessel report kolkata facility shift
4307,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Pune facility during shift 1.,Resolved,Mumbai,border inspection extend shipment hold report pune facility shift
4308,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Bengaluru facility during shift 2.,In Progress,Pune,temperature excursion affect product quality report bengaluru facility shift
4309,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Bengaluru facility during shift 1.,Open,Mumbai,incorrect ship documentation submit report bengaluru facility shift
4310,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Pune facility during shift 2.,Open,Ahmedabad,transportation vendor system outage report report pune facility shift
4311,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Ahmedabad facility during shift 3.,Open,Chennai,warehouse staff shortage report report ahmedabad facility shift
4312,Inventory Shortage,Low,Warehouse unable to fulfill requested quantity. Reported at Ahmedabad facility during shift 3.,Resolved,Bengaluru,warehouse unable fulfill request quantity report ahmedabad facility shift
4313,Transportation Failure,Low,Equipment malfunction impacted transport operations. Reported at Mumbai facility during shift 2.,In Progress,Kolkata,equipment malfunction impact transport operations report mumbai facility shift
4314,Transportation Failure,Low,Third-party carrier cancelled shipment booking. Reported at Kolkata facility during shift 1.,Resolved,Ahmedabad,thirdparty carrier cancel shipment book report kolkata facility shift
4315,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Kolkata facility during shift 2.,Resolved,Bengaluru,warehouse staff shortage report report kolkata facility shift
4316,Customs Issue,Low,Border inspection extended shipment hold. Reported at Delhi facility during shift 2.,Open,Pune,border inspection extend shipment hold report delhi facility shift
4317,Warehouse Issue,Low,Warehouse stock mismatch identified. Reported at Pune facility during shift 3.,Open,Hyderabad,warehouse stock mismatch identify report pune facility shift
4318,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Mumbai facility during shift 3.,In Progress,Ahmedabad,fragile goods mishandle unload report mumbai facility shift
4319,Customs Issue,Medium,Import documentation under review. Reported at Pune facility during shift 1.,Open,Bengaluru,import documentation review report pune facility shift
4320,Documentation Error,Low,Missing certificate delayed shipment release. Reported at Delhi facility during shift 2.,In Progress,Delhi,miss certificate delay shipment release report delhi facility shift
4321,Shipment Delay,Medium,Last-mile delivery partner unavailable. Reported at Ahmedabad facility during shift 2.,Open,Pune,lastmile delivery partner unavailable report ahmedabad facility shift
4322,Documentation Error,Medium,Manifest information incomplete. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru,manifest information incomplete report hyderabad facility shift
4323,Shipment Delay,Low,Holiday demand surge caused shipping delays. Reported at Bengaluru facility during shift 1.,Resolved,Pune,holiday demand surge cause ship delay report bengaluru facility shift
4324,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Ahmedabad facility during shift 1.,In Progress,Kolkata,inventory replenishment delay report ahmedabad facility shift
4325,Documentation Error,Medium,Labeling information did not match shipment. Reported at Bengaluru facility during shift 2.,Resolved,Pune,label information match shipment report bengaluru facility shift
4326,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Chennai facility during shift 1.,Resolved,Pune,putaway process delay inventory availability report chennai facility shift
4327,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Mumbai facility during shift 1.,Resolved,Ahmedabad,pallet collapse result product damage report mumbai facility shift
4328,Warehouse Issue,Critical,Warehouse processing backlog reported. Reported at Chennai facility during shift 3.,In Progress,Delhi,warehouse process backlog report report chennai facility shift
4329,Customs Issue,Medium,Trade compliance review delayed processing. Reported at Chennai facility during shift 3.,Open,Delhi,trade compliance review delay process report chennai facility shift
4330,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Ahmedabad facility during shift 2.,Resolved,Mumbai,thirdparty carrier cancel shipment book report ahmedabad facility shift
4331,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Hyderabad facility during shift 1.,Resolved,Ahmedabad,mechanical failure delay freight movement report hyderabad facility shift
4332,Customs Issue,Low,Shipment flagged for compliance audit. Reported at Kolkata facility during shift 1.,Resolved,Chennai,shipment flag compliance audit report kolkata facility shift
4333,Shipment Delay,Low,Last-mile delivery partner unavailable. Reported at Mumbai facility during shift 1.,Open,Hyderabad,lastmile delivery partner unavailable report mumbai facility shift
4334,Inventory Shortage,Low,Demand exceeded available stock levels. Reported at Hyderabad facility during shift 3.,Open,Chennai,demand exceed available stock level report hyderabad facility shift
4335,Damaged Goods,Medium,Packaging failure led to damaged products. Reported at Ahmedabad facility during shift 3.,In Progress,Mumbai,package failure lead damage products report ahmedabad facility shift
4336,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Kolkata facility during shift 1.,Resolved,Ahmedabad,cycle count discrepancy identify report kolkata facility shift
4337,Shipment Delay,Medium,Delivery delayed due to traffic disruption. Reported at Pune facility during shift 3.,In Progress,Kolkata,delivery delay due traffic disruption report pune facility shift
4338,Transportation Failure,Low,Third-party carrier cancelled shipment booking. Reported at Ahmedabad facility during shift 2.,Resolved,Kolkata,thirdparty carrier cancel shipment book report ahmedabad facility shift
4339,Documentation Error,Low,Manifest information incomplete. Reported at Bengaluru facility during shift 1.,In Progress,Chennai,manifest information incomplete report bengaluru facility shift
4340,Shipment Delay,Low,Rail transport delay impacted delivery timeline. Reported at Pune facility during shift 1.,In Progress,Delhi,rail transport delay impact delivery timeline report pune facility shift
4341,Customs Issue,High,Tariff classification review in progress. Reported at Pune facility during shift 1.,Resolved,Bengaluru,tariff classification review progress report pune facility shift
4342,Customs Issue,Medium,Import documentation under review. Reported at Delhi facility during shift 1.,In Progress,Bengaluru,import documentation review report delhi facility shift
4343,Documentation Error,Low,Data entry error impacted shipment records. Reported at Chennai facility during shift 2.,Resolved,Hyderabad,data entry error impact shipment record report chennai facility shift
4344,Transportation Failure,Low,Accident blocked scheduled delivery route. Reported at Bengaluru facility during shift 2.,Open,Pune,accident block schedule delivery route report bengaluru facility shift
4345,Transportation Failure,Critical,Third-party carrier cancelled shipment booking. Reported at Mumbai facility during shift 1.,In Progress,Chennai,thirdparty carrier cancel shipment book report mumbai facility shift
4346,Customs Issue,Low,Regulatory approval pending clearance. Reported at Mumbai facility during shift 1.,Resolved,Delhi,regulatory approval pending clearance report mumbai facility shift
4347,Transportation Failure,Low,Delivery vehicle breakdown reported. Reported at Chennai facility during shift 3.,In Progress,Pune,delivery vehicle breakdown report report chennai facility shift
4348,Documentation Error,Low,Documentation approval pending correction. Reported at Bengaluru facility during shift 3.,In Progress,Pune,documentation approval pending correction report bengaluru facility shift
4349,Documentation Error,Medium,Export declaration contained errors. Reported at Bengaluru facility during shift 1.,Resolved,Bengaluru,export declaration contain errors report bengaluru facility shift
4350,Damaged Goods,Low,Improper handling caused item breakage. Reported at Mumbai facility during shift 3.,In Progress,Kolkata,improper handle cause item breakage report mumbai facility shift
4351,Transportation Failure,Medium,Route planning error delayed movement. Reported at Mumbai facility during shift 2.,Resolved,Kolkata,route plan error delay movement report mumbai facility shift
4352,Customs Issue,High,Tariff classification review in progress. Reported at Hyderabad facility during shift 3.,Open,Chennai,tariff classification review progress report hyderabad facility shift
4353,Inventory Shortage,Low,Product unavailable due to inventory mismatch. Reported at Ahmedabad facility during shift 3.,Resolved,Kolkata,product unavailable due inventory mismatch report ahmedabad facility shift
4354,Transportation Failure,Low,Driver unavailable for scheduled route. Reported at Delhi facility during shift 3.,In Progress,Pune,driver unavailable schedule route report delhi facility shift
4355,Damaged Goods,Medium,Transit vibration caused product defects. Reported at Delhi facility during shift 3.,Open,Hyderabad,transit vibration cause product defect report delhi facility shift
4356,Shipment Delay,High,Shipment delayed due to customs inspection. Reported at Chennai facility during shift 3.,Resolved,Delhi,shipment delay due customs inspection report chennai facility shift
4357,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Kolkata facility during shift 3.,In Progress,Kolkata,cargo load complete behind schedule report kolkata facility shift
4358,Warehouse Issue,Medium,Warehouse stock mismatch identified. Reported at Pune facility during shift 1.,Resolved,Pune,warehouse stock mismatch identify report pune facility shift
4359,Damaged Goods,High,Forklift accident damaged inventory. Reported at Delhi facility during shift 2.,In Progress,Bengaluru,forklift accident damage inventory report delhi facility shift
4360,Customs Issue,Medium,Shipment held by customs authorities. Reported at Bengaluru facility during shift 1.,In Progress,Bengaluru,shipment hold customs authorities report bengaluru facility shift
4361,Transportation Failure,Low,Route planning error delayed movement. Reported at Bengaluru facility during shift 1.,Open,Chennai,route plan error delay movement report bengaluru facility shift
4362,Customs Issue,High,Shipment held by customs authorities. Reported at Chennai facility during shift 3.,Resolved,Bengaluru,shipment hold customs authorities report chennai facility shift
4363,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Ahmedabad facility during shift 3.,Open,Hyderabad,cargo load complete behind schedule report ahmedabad facility shift
4364,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Chennai facility during shift 1.,Open,Pune,warehouse staff shortage report report chennai facility shift
4365,Customs Issue,Medium,Regulatory verification delayed release. Reported at Mumbai facility during shift 2.,Resolved,Delhi,regulatory verification delay release report mumbai facility shift
4366,Documentation Error,High,Missing certificate delayed shipment release. Reported at Chennai facility during shift 3.,Open,Hyderabad,miss certificate delay shipment release report chennai facility shift
4367,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Ahmedabad facility during shift 2.,Open,Kolkata,border inspection extend shipment hold report ahmedabad facility shift
4368,Transportation Failure,High,Carrier failed to pick up shipment. Reported at Chennai facility during shift 3.,Open,Delhi,carrier fail pick shipment report chennai facility shift
4369,Inventory Shortage,Low,Raw material shortage impacted production. Reported at Kolkata facility during shift 3.,Resolved,Hyderabad,raw material shortage impact production report kolkata facility shift
4370,Warehouse Issue,High,Warehouse management system outage reported. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru,warehouse management system outage report report hyderabad facility shift
4371,Shipment Delay,Critical,Holiday demand surge caused shipping delays. Reported at Mumbai facility during shift 1.,Resolved,Bengaluru,holiday demand surge cause ship delay report mumbai facility shift
4372,Customs Issue,High,Shipment selected for random inspection. Reported at Bengaluru facility during shift 1.,In Progress,Ahmedabad,shipment select random inspection report bengaluru facility shift
4373,Inventory Shortage,Medium,Cycle count revealed stock deficiency. Reported at Ahmedabad facility during shift 3.,Open,Mumbai,cycle count reveal stock deficiency report ahmedabad facility shift
4374,Documentation Error,Medium,Documentation approval pending correction. Reported at Mumbai facility during shift 3.,Resolved,Kolkata,documentation approval pending correction report mumbai facility shift
4375,Documentation Error,High,Bill of lading information mismatch detected. Reported at Ahmedabad facility during shift 2.,In Progress,Chennai,bill lade information mismatch detect report ahmedabad facility shift
4376,Warehouse Issue,High,Put-away process delayed inventory availability. Reported at Mumbai facility during shift 2.,In Progress,Ahmedabad,putaway process delay inventory availability report mumbai facility shift
4377,Customs Issue,Medium,Trade compliance review delayed processing. Reported at Mumbai facility during shift 3.,In Progress,Delhi,trade compliance review delay process report mumbai facility shift
4378,Customs Issue,Critical,Shipment flagged for compliance audit. Reported at Bengaluru facility during shift 2.,In Progress,Pune,shipment flag compliance audit report bengaluru facility shift
4379,Shipment Delay,Low,Truck breakdown caused delivery delay. Reported at Kolkata facility during shift 3.,In Progress,Delhi,truck breakdown cause delivery delay report kolkata facility shift
4380,Documentation Error,Medium,Customs paperwork contained errors. Reported at Delhi facility during shift 2.,In Progress,Chennai,customs paperwork contain errors report delhi facility shift
4381,Documentation Error,Medium,Data entry error impacted shipment records. Reported at Bengaluru facility during shift 2.,Open,Kolkata,data entry error impact shipment record report bengaluru facility shift
4382,Warehouse Issue,Medium,Receiving delay impacted warehouse operations. Reported at Delhi facility during shift 1.,Resolved,Chennai,receive delay impact warehouse operations report delhi facility shift
4383,Transportation Failure,Medium,Vehicle maintenance issue halted delivery. Reported at Bengaluru facility during shift 2.,Open,Delhi,vehicle maintenance issue halt delivery report bengaluru facility shift
4384,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Ahmedabad facility during shift 2.,In Progress,Pune,water exposure damage package goods report ahmedabad facility shift
4385,Documentation Error,Low,Manifest information incomplete. Reported at Ahmedabad facility during shift 2.,Resolved,Bengaluru,manifest information incomplete report ahmedabad facility shift
4386,Documentation Error,Low,Incorrect consignee information provided. Reported at Chennai facility during shift 2.,Open,Hyderabad,incorrect consignee information provide report chennai facility shift
4387,Shipment Delay,High,Driver shortage affected transportation schedule. Reported at Ahmedabad facility during shift 1.,In Progress,Pune,driver shortage affect transportation schedule report ahmedabad facility shift
4388,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Bengaluru facility during shift 3.,Open,Pune,transportation vendor system outage report report bengaluru facility shift
4389,Warehouse Issue,Medium,Order picking queue exceeded capacity. Reported at Pune facility during shift 1.,In Progress,Mumbai,order pick queue exceed capacity report pune facility shift
4390,Customs Issue,Medium,Customs clearance process delayed. Reported at Hyderabad facility during shift 3.,Open,Pune,customs clearance process delay report hyderabad facility shift
4391,Warehouse Issue,Medium,Warehouse stock mismatch identified. Reported at Chennai facility during shift 3.,In Progress,Hyderabad,warehouse stock mismatch identify report chennai facility shift
4392,Documentation Error,Critical,Data entry error impacted shipment records. Reported at Delhi facility during shift 3.,Resolved,Ahmedabad,data entry error impact shipment record report delhi facility shift
4393,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Ahmedabad facility during shift 1.,Resolved,Chennai,fragile goods mishandle unload report ahmedabad facility shift
4394,Warehouse Issue,Low,Storage location information incorrect. Reported at Bengaluru facility during shift 1.,Resolved,Delhi,storage location information incorrect report bengaluru facility shift
4395,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Chennai facility during shift 1.,In Progress,Chennai,fragile goods mishandle unload report chennai facility shift
4396,Transportation Failure,High,Vehicle maintenance issue halted delivery. Reported at Delhi facility during shift 3.,Open,Kolkata,vehicle maintenance issue halt delivery report delhi facility shift
